,0,1,2,3,4,5
0,Logistic Regression,Decision Tree,KNN,Naive Bayes,Random Forest,XGBoost
1,0.7951219512195122,0.9853658536585366,0.8341463414634146,0.8,0.9853658536585366,0.9853658536585366
2,0.8787359604035789,0.9854368932038835,0.9485532076908434,0.8705501618122977,1.0,0.9894346087949742
3,0.7563025210084033,1.0,0.8,0.7540983606557377,1.0,1.0
4,0.8737864077669902,0.970873786407767,0.8932038834951457,0.8932038834951457,0.970873786407767,0.970873786407767
5,0.8108108108108109,0.9852216748768473,0.8440366972477065,0.8177777777777778,0.9852216748768473,0.9852216748768473
6,0.5972548367142131,0.9711511393019859,0.6727269128324705,0.6102237111863777,0.9711511393019859,0.9711511393019859
